cycle,phase,vms_rss_mb,host_used_gb,host_free_gb,swap_mb,elapsed_s,epoch_ms
1,idle,1709,,,,
1,peak,1731,,,,
1,final,1748,,,,
1,reclaimed_mb,-17,,,,
1,reclaimed_pct,-77,,,,
